ba,4,default,SIGMOID,val,AUC,0.47146824895846473
ba,4,default,HAD,val,AUC,0.5751167781845726
ba,4,default,SIGMOID,test,AUC,0.5228927323991077
ba,4,default,HAD,test,AUC,0.5733282834658923
ba,4,default,SIGMOID,val,AUC,0.47146824895846473
ba,4,default,HAD,val,AUC,0.5751167781845726
ba,4,default,SIGMOID,test,AUC,0.5228927323991077
ba,4,default,HAD,test,AUC,0.5733282834658923
ba,4,default,SIGMOID,val,AUC,0.47146824895846473
ba,4,default,HAD,val,AUC,0.5751167781845726
ba,4,default,SIGMOID,test,AUC,0.5228927323991077
ba,4,default,HAD,test,AUC,0.5733282834658923
ba,4,default,SIGMOID,val,AUC,0.5837015528342381
ba,4,default,HAD,val,AUC,0.530299204645878
ba,4,default,SIGMOID,test,AUC,0.6084669444093759
ba,4,default,HAD,test,AUC,0.6150177446730912
ba,4,default,SIGMOID,val,AUC,0.6129907839919203
ba,4,default,HAD,val,AUC,0.6025123090518875
ba,4,default,SIGMOID,test,AUC,0.6130118251062576
ba,4,default,HAD,test,AUC,0.6066012989381251
