ba,5,default,SIGMOID,val,AUC,0.567342458677686
ba,5,default,HAD,val,AUC,0.45157541322314043
ba,5,default,SIGMOID,test,AUC,0.48559839448244674
ba,5,default,HAD,test,AUC,0.5412897846119057
ba,5,default,SIGMOID,val,AUC,0.5046487603305785
ba,5,default,HAD,val,AUC,0.5027763429752066
ba,5,default,SIGMOID,test,AUC,0.5301387868166657
ba,5,default,HAD,test,AUC,0.5294815987336763
ba,5,default,SIGMOID,val,AUC,0.5522339876033058
ba,5,default,HAD,val,AUC,0.4508006198347107
ba,5,default,SIGMOID,test,AUC,0.5097376900898863
ba,5,default,HAD,test,AUC,0.5463494261970716
ba,5,default,SIGMOID,val,AUC,0.5543001033057852
ba,5,default,HAD,val,AUC,0.4776601239669422
ba,5,default,SIGMOID,test,AUC,0.5403499349878456
ba,5,default,HAD,test,AUC,0.5482149923681384
ba,5,default,SIGMOID,val,AUC,0.5543001033057852
ba,5,default,HAD,val,AUC,0.4776601239669422
ba,5,default,SIGMOID,test,AUC,0.5403499349878456
ba,5,default,HAD,test,AUC,0.5482149923681384
ba,5,default,SIGMOID,val,AUC,0.529894111570248
ba,5,default,HAD,val,AUC,0.5289256198347108
ba,5,default,SIGMOID,test,AUC,0.5250226129232858
ba,5,default,HAD,test,AUC,0.508501045847702
ba,5,default,SIGMOID,val,AUC,0.6323605371900827
ba,5,default,HAD,val,AUC,0.6680655991735538
ba,5,default,SIGMOID,test,AUC,0.5529919724122336
ba,5,default,HAD,test,AUC,0.611502911413873
ba,5,default,SIGMOID,val,AUC,0.5635330578512396
ba,5,default,HAD,val,AUC,0.5584323347107438
ba,5,default,SIGMOID,test,AUC,0.5226411894397649
ba,5,default,HAD,test,AUC,0.6051147605856747
ba,5,default,SIGMOID,val,AUC,0.5593362603305786
ba,5,default,HAD,val,AUC,0.5397081611570248
ba,5,default,SIGMOID,test,AUC,0.5010317146249081
ba,5,default,HAD,test,AUC,0.5679023687037141
ba,5,default,SIGMOID,val,AUC,0.5883910123966942
ba,5,default,HAD,val,AUC,0.5869059917355371
ba,5,default,SIGMOID,test,AUC,0.5377353157329414
ba,5,default,HAD,test,AUC,0.521658940584544
ba,5,default,SIGMOID,val,AUC,0.4539643595041322
ba,5,default,HAD,val,AUC,0.5395790289256198
ba,5,default,SIGMOID,test,AUC,0.43890977443609025
ba,5,default,HAD,test,AUC,0.5835900842331393
ba,5,default,SIGMOID,val,AUC,0.5204028925619836
ba,5,default,HAD,val,AUC,0.625129132231405
ba,5,default,SIGMOID,test,AUC,0.5110520662558652
ba,5,default,HAD,test,AUC,0.6064644694442874
ba,5,default,SIGMOID,val,AUC,0.48114669421487605
ba,5,default,HAD,val,AUC,0.610989152892562
ba,5,default,SIGMOID,test,AUC,0.4561733280569846
ba,5,default,HAD,test,AUC,0.5351489626321443
ba,5,default,SIGMOID,val,AUC,0.5476497933884298
ba,5,default,HAD,val,AUC,0.5950413223140496
ba,5,default,SIGMOID,test,AUC,0.5361382780258918
ba,5,default,HAD,test,AUC,0.5985216801402001
ba,5,default,SIGMOID,val,AUC,0.4101885330578513
ba,5,default,HAD,val,AUC,0.5739927685950413
ba,5,default,SIGMOID,test,AUC,0.4481386737520493
ba,5,default,HAD,test,AUC,0.520259765956244
ba,5,default,SIGMOID,val,AUC,0.5586260330578512
ba,5,default,HAD,val,AUC,0.6287448347107437
ba,5,default,SIGMOID,test,AUC,0.6035035898015716
ba,5,default,HAD,test,AUC,0.6511179263949347
