ba,4,default,SIGMOID,val,AUC,0.47146824895846473
ba,4,default,HAD,val,AUC,0.5751167781845726
ba,4,default,SIGMOID,test,AUC,0.5228927323991077
ba,4,default,HAD,test,AUC,0.5733282834658923
ba,4,default,SIGMOID,val,AUC,0.47146824895846473
ba,4,default,HAD,val,AUC,0.5751167781845726
ba,4,default,SIGMOID,test,AUC,0.5228927323991077
ba,4,default,HAD,test,AUC,0.5733282834658923
ba,4,default,SIGMOID,val,AUC,0.47146824895846473
ba,4,default,HAD,val,AUC,0.5751167781845726
ba,4,default,SIGMOID,test,AUC,0.5228927323991077
ba,4,default,HAD,test,AUC,0.5733282834658923
